NZ_BLLB01000003.1,659824
NZ_BLLB01000002.1,659824
NZ_BLLB01000001.1,659824
NZ_BLKW01000004.1,84962
NZ_BLKW01000003.1,84962
NZ_BLKW01000002.1,84962
NZ_BLKW01000001.1,84962
NZ_BLKZ01000002.1,1273442
NZ_BLKZ01000001.1,1273442
NZ_BLKV01000003.1,386913
NZ_BLKV01000002.1,386913
NZ_BLKV01000001.1,386913
NZ_BLKS01000004.1,36811
NZ_BLKS01000003.1,36811
NZ_BLKS01000002.1,36811
NZ_BLKS01000001.1,36811
NZ_JANDBD010000035.1,2952157
NZ_JANDBD010000034.1,2952157
NZ_JANDBD010000033.1,2952157
NZ_JANDBD010000032.1,2952157
NZ_JANDBD010000031.1,2952157
NZ_JANDBD010000030.1,2952157
NZ_JANDBD010000029.1,2952157
NZ_JANDBD010000028.1,2952157
NZ_JANDBD010000027.1,2952157
NZ_JANDBD010000026.1,2952157
NZ_JANDBD010000025.1,2952157
NZ_JANDBD010000024.1,2952157
NZ_JANDBD010000023.1,2952157
NZ_JANDBD010000022.1,2952157
NZ_JANDBD010000021.1,2952157
NZ_JANDBD010000020.1,2952157
NZ_JANDBD010000019.1,2952157
NZ_JANDBD010000018.1,2952157
NZ_JANDBD010000017.1,2952157
NZ_JANDBD010000016.1,2952157
NZ_JANDBD010000015.1,2952157
NZ_JANDBD010000014.1,2952157
NZ_JANDBD010000013.1,2952157
NZ_JANDBD010000012.1,2952157
NZ_JANDBD010000011.1,2952157
NZ_JANDBD010000010.1,2952157
NZ_JANDBD010000009.1,2952157
NZ_JANDBD010000008.1,2952157
NZ_JANDBD010000007.1,2952157
NZ_JANDBD010000006.1,2952157
NZ_JANDBD010000005.1,2952157
NZ_JANDBD010000004.1,2952157
NZ_JANDBD010000003.1,2952157
NZ_JANDBD010000002.1,2952157
NZ_JANDBD010000001.1,2952157
NZ_JAHKNE010000008.1,1767
NZ_JAHKNE010000007.1,1767
NZ_JAHKNE010000006.1,1767
NZ_JAHKNE010000005.1,1767
NZ_JAHKNE010000004.1,1767
NZ_JAHKNE010000003.1,1767
NZ_JAHKNE010000002.1,1767
NZ_JAHKNE010000001.1,1767
NZ_JAHCLR010000119.1,2835306
NZ_JAHCLR010000118.1,2835306
NZ_JAHCLR010000117.1,2835306
NZ_JAHCLR010000116.1,2835306
NZ_JAHCLR010000115.1,2835306
NZ_JAHCLR010000114.1,2835306
NZ_JAHCLR010000113.1,2835306
NZ_JAHCLR010000112.1,2835306
NZ_JAHCLR010000111.1,2835306
NZ_JAHCLR010000110.1,2835306
NZ_JAHCLR010000109.1,2835306
NZ_JAHCLR010000108.1,2835306
NZ_JAHCLR010000107.1,2835306
NZ_JAHCLR010000106.1,2835306
NZ_JAHCLR010000105.1,2835306
NZ_JAHCLR010000104.1,2835306
NZ_JAHCLR010000103.1,2835306
NZ_JAHCLR010000102.1,2835306
NZ_JAHCLR010000101.1,2835306
NZ_JAHCLR010000100.1,2835306
NZ_JAHCLR010000099.1,2835306
NZ_JAHCLR010000098.1,2835306
NZ_JAHCLR010000097.1,2835306
